Form	Pronunciation	PartOfSpeech	Features
লেখানো	le.kʰa.no	*	*
লেখানোর	læ.kʰa.nor	*	*
লেখাবে	le.kʰa.be	*	*
লেখাবেন	le.kʰa.ben	*	*
লেখায়	le.kʰae̯	*	*
লেখার	le.kʰar	*	*
লেখালিখি	le.kʰa.li.kʰi	*	*
লেখালেখি	le.kʰa.le.kʰi	*	*
লেখালেখিও	le.kʰa.le.kʰi.o	*	*
লেখালেখিকে	le.kʰa.le.kʰi.ke	*	*
লেখালেখিতে	le.kʰa.le.kʰi.te	*	*
লেখালেখির	le.kʰa.le.kʰir	*	*
লেখালেন	le.kʰa.len	*	*
লেখি	le.kʰi	*	*
লেখিকা	le.kʰi.ka	*	*
লেখিকার	le.kʰi.kar	*	*
লেখে	le.kʰe	*	*
লেখেন	læ.kʰen	*	*
লেখেননি	le.kʰen.ni	*	*
লেখেনি	le.kʰe.ni	*	*
লেখো	læ.kʰo	*	*
লেখ্য	lek.kʰo	*	*
লেগ	leɡ	*	*
লেগস্পিনার	leɡ.spi.nar	*	*
লেগিংস	le.ɡiŋs	*	*
লেগিংসের	le.ɡiŋ.ser	*	*
লেগুনা	le.ɡu.na	*	*
লেগুনাটি	le.ɡu.na.ʈi	*	*
লেগুনার	le.ɡu.nar	*	*
লেগে	le.ɡe	*	*
লেগেই	le.ɡei̯	*	*
লেগেও	le.ɡeo̯	*	*
লেগেছিল	le.ɡe.t͡ʃʰi.lo	*	*
লেগেছে	le.ɡe.t͡ʃʰe	*	*
লেগেছেন	le.ɡe.t͡ʃʰen	*	*
লেগের	le.ɡer	*	*
লেগো	le.ɡo	*	*
লেচি	le.t͡ʃi	*	*
লেজ	led͡ʒ	*	*
লেজটা	led͡ʒ.ʈa	*	*
লেজটি	led͡ʒ.ʈi	*	*
লেজার	le.d͡ʒar	*	*
লেজারের	le.d͡ʒa.rer	*	*
লেজিসলেটিভ	le.d͡ʒiʃ.le.ʈibʰ	*	*
লেজে	le.d͡ʒe	*	*
লেজেগোবরে	le.d͡ʒe.ɡo.bo.re	*	*
লেজের	le.d͡ʒer	*	*
লেট	leʈ	*	*
লেটস	leʈs	*	*
লেটার	le.ʈar	*	*
লেটারে	le.ʈa.re	*	*
লেটুস	le.ʈuʃ	*	*
লেটুসপাতা	le.ʈus.pa.ta	*	*
লেটেস্ট	le.ʈesʈ	*	*
লেটো	le.ʈo	*	*
লেড	leɖ	*	*
লেডি	le.ɖi	*	*
লেডির	le.ɖir	*	*
লেডিস	le.ɖis	*	*
লেদ	led	*	*
লেদা	le.da	*	*
লেদার	le.dar	*	*
লেদারের	le.da.rer	*	*
লেদু	le.du	*	*
লেন	len	*	*
লেনকা	len.ka	*	*
লেনদেন	len.den	*	*
লেনদেনও	len.den.o	*	*
লেনদেনকে	len.den.ke	*	*
লেনদেনে	len.de.ne	*	*
লেনদেনেও	len.de.ne.o	*	*
লেনদেনের	len.de.ner	*	*
লেনবিশিষ্ট	len.bi.ʃiʃ.ʈo	*	*
লেনা	le.na	*	*
লেনি	le.ni	*	*
লেনিন	le.nin	*	*
লেনিনের	le.ni.ner	*	*
লেনে	le.ne	*	*
লেনের	le.ner	*	*
লেনোভো	le.no.bʰo	*	*
লেনোভোর	le.no.bʰor	*	*
লেন্ডল	len.ɖol	*	*
লেন্থ	lentʰ	*	*
লেন্থে	len.tʰe	*	*
লেন্থের	len.tʰer	*	*
লেন্স	lens	*	*
লেন্সে	len.se	*	*
লেন্সের	len.ser	*	*
লেপ	lep	*	*
লেপচা	lep.t͡ʃa	*	*
লেপটে	lep.ʈe	*	*
লেপন	le.pɔn	*	*
লেপে	le.pe	*	*
লেপের	le.per	*	*
লেপ্টে	lep.ʈe	*	*
লেফট	lefʈ	*	*
লেফটেন্যান্ট	lef.ʈe.nænʈ	*	*
লেবানন	le.ba.nɔn	*	*
লেবাননে	le.ba.nɔ.ne	*	*
লেবাননের	le.ba.nɔ.ner	*	*
লেবানিজ	le.ba.nid͡ʒ	*	*
লেবার	le.bar	*	*
লেবারের	le.ba.rer	*	*
লেবাস	le.bas	*	*
লেবু	le.bu	*	*
লেবুখালী	le.bu.kʰa.li	*	*
লেবুতে	le.bu.te	*	*
লেবুপানি	le.bu.pa.ni	*	*
লেবুর	le.bur	*	*
লেবেল	le.bel	*	*
লেবেলটি	le.bel.ʈi	*	*
লেবেলের	le.be.ler	*	*
লেভাইস	le.bʰa.is	*	*
লেভান্তের	le.bʰan.ter	*	*
লেভারকুজেনের	le.bʰar.ku.d͡ʒe.ner	*	*
লেভি	le.bʰi	*	*
লেভিন	le.bʰin	*	*
লেভিনের	le.bʰi.ner	*	*
লেভেল	le.bʰel	*	*
লেভেলে	le.bʰe.le	*	*
লেভেলের	le.bʰe.ler	*	*
লেমন	le.mɔn	*	*
লেমিনেটিং	le.mi.ne.ʈiŋ	*	*
লেমিনেটেড	le.mi.ne.ʈeɖ	*	*
লেমিস	le.miʃ	*	*
লেমু	le.mu	*	*
লেম্যান	le.mæn	*	*
লের	ler	*	*
লেলিন	le.lin	*	*
লেলিহান	le.li.han	*	*
লেশমাত্র	leʃ.mat.ro	*	*
লেস	les	*	*
লেসন	le.son	*	*
লেসলি	les.li	*	*
লেসার	le.sar	*	*
লেসের	le.ser	*	*
লেসোথোর	le.so.tʰor	*	*
লেহম্যান	leh.mæn	*	*
লো	lo	*	*
লোউজ	lo.ud͡ʒ	*	*
লোক	lok	*	*
লোকই	lok.i	*	*
লোকও	lok.o	*	*
লোককে	lok.ke	*	*
লোককেও	lok.keo̯	*	*
লোকগান	lo.ko.ɡan	*	*
লোকগানের	lo.ko.ɡa.ner	*	*
লোকগীতি	lo.ko.ɡi.ti	*	*
লোকগুলোকে	lok.ɡu.lo.ke	*	*
লোকগুলোর	lok.ɡu.lor	*	*
লোকচক্ষুর	lo.ko.t͡ʃok.kʰur	*	*
লোকজ	lo.kod͡ʒ	*	*
লোকজন	lok.d͡ʒon	*	*
লোকজনই	lok.d͡ʒon.i	*	*
লোকজনও	lok.d͡ʒɔn.o	*	*
লোকজনকে	lok.d͡ʒon.ke	*	*
লোকজনকেও	lok.d͡ʒɔn.ke.o	*	*
লোকজনদের	lok.d͡ʒɔn.der	*	*
লোকজনসহ	lok.d͡ʒon.ʃɔ.ho	*	*
লোকজনের	lok.d͡ʒɔ.ner	*	*
লোকটা	lok.ʈa	*	*
লোকটাই	lok.ʈai̯	*	*
লোকটাকে	lok.ʈa.ke	*	*
লোকটার	lok.ʈar	*	*
লোকটি	lok.ʈi	*	*
লোকটিকে	lok.ʈi.ke	*	*
লোকটির	lok.ʈir	*	*
লোকদেখানো	lok.dæ.kʰa.no	*	*
লোকদের	lok.der	*	*
লোকদেরও	lok.der.o	*	*
লোকদেরকে	lok.der.ke	*	*
লোকনাট্য	lo.ko.naʈ.ʈo	*	*
লোকনাথ	lok.natʰ	*	*
লোকনৃত্য	lo.ko.nrit.to	*	*
লোকপাল	lok.pal	*	*
লোকপ্রশাসন	lok.pro.ʃa.ʃon	*	*
লোকবল	lo.ko.bɔl	*	*
লোকবলের	lok.bɔ.ler	*	*
লোকবাদ্যযন্ত্র	lo.ko.bad.do.d͡ʒɔn.tro	*	*
লোকমান	lok.man	*	*
লোকমানের	lok.ma.ner	*	*
লোকমুখে	lok.mu.kʰe	*	*
লোকরা	lok.ra	*	*
লোকলজ্জার	lok.lɔd͡ʒ.d͡ʒar	*	*
লোকশিল্প	lo.ko.ʃil.po	*	*
লোকশিল্পের	lok.ʃil.per	*	*
লোকসংখ্যা	loko.ʃɔŋ.kʰa	*	*
লোকসংখ্যার	lok.ʃɔŋ.kʰar	*	*
লোকসংগীত	lo.ko.ʃoŋ.ɡit	*	*
লোকসংগীতের	lo.ko.ʃɔŋ.ɡi.ter	*	*
লোকসংস্কৃতি	lo.ko.ʃɔŋs.kri.ti	*	*
লোকসংস্কৃতির	lo.ko.ʃɔŋs.kri.tir	*	*
লোকসঙ্গীত	lo.ko.ʃoŋ.ɡit	*	*
লোকসভা	lok.ʃɔ.bʰa	*	*
লোকসভার	lok.ʃɔ.bʰar	*	*
লোকসমাগম	lok.ʃɔ.ma.ɡɔm	*	*
লোকসান	lok.ʃan	*	*
লোকসানি	lok.ʃa.ni	*	*
লোকসানে	lok.ʃa.ne	*	*
লোকসানের	lok.ʃa.ner	*	*
লোকসাহিত্য	lo.ko.ʃa.hit.to	*	*
লোকসাহিত্যের	lok.ʃa.hit.ter	*	*
লোকাচার	lo.ka.t͡ʃar	*	*
লোকান্তর	lo.kan.tor	*	*
লোকারণ্য	lo.ka.ron.no	*	*
লোকাল	lo.kal	*	*
লোকে	lo.ke	*	*
লোকেদের	lo.ke.der	*	*
লোকের	lo.ker	*	*
লোকেরই	lo.ke.ri	*	*
লোকেরও	lo.ker.o	*	*
লোকেরা	lo.ke.ra	*	*
লোকেরাই	lo.ke.rai̯	*	*
লোকেরাও	lo.ke.rao̯	*	*
লোকেশন	lo.ke.ʃɔn	*	*
লোকেশনে	lo.ke.ʃo.ne	*	*
লোকেশনের	lo.ke.ʃɔ.ner	*	*
লোকো	lo.ko	*	*
লোকোমোটিভ	lo.ko.mo.ʈibʰ	*	*
লোগো	lo.ɡo	*	*
লোগোটি	lo.ɡo.ʈi	*	*
লোগোতে	lo.ɡo.te	*	*
লোগোর	lo.ɡor	*	*
লোচা	lo.t͡ʃa	*	*
লোটন	lo.ʈon	*	*
লোটা	lo.ʈa	*	*
লোটার	lo.ʈar	*	*
লোটাস	lo.ʈas	*	*
লোটো	lo.ʈo	*	*
লোটোর	lo.ʈor	*	*
লোড	loɖ	*	*
লোডভিক	loɖ.bʰik	*	*
লোডশেডিং	loɖ.ʃe.ɖiŋ	*	*
লোদী	lo.di	*	*
লোধা	lo.dʰa	*	*
লোন	lon	*	*
লোনা	lo.na	*	*
লোনের	lo.ner	*	*
লোপ	lop	*	*
লোপা	lo.pa	*	*
লোপাকে	lo.pa.ke	*	*
লোপাট	lo.paʈ	*	*
লোপাটের	lo.pa.ʈer	*	*
লোপার	lo.par	*	*
লোপেজ	lo.ped͡ʒ	*	*
লোপেজের	lo.pe.d͡ʒer	*	*
লোফার	lo.far	*	*
লোফারের	lo.fa.rer	*	*
লোভ	lobʰ	*	*
লোভাতুর	lo.bʰa.tur	*	*
লোভাস	lo.bʰas	*	*
লোভী	lo.bʰi	*	*
লোভে	lo.bʰe	*	*
লোভেই	lo.bʰei̯	*	*
লোভের	lo.bʰer	*	*
লোম	lom	*	*
লোমকূপ	lom.kup	*	*
লোমকূপের	lom.ku.per	*	*
লোমশ	lo.moʃ	*	*
লোমহর্ষক	lom.hɔr.ʃok	*	*
লোমে	lo.me	*	*
লোমের	lo.mer	*	*
লোর	lor	*	*
লোরকার	lor.kar	*	*
লোলিত	lo.li.to	*	*
লোলুপ	lo.lup	*	*
লোলো	lo.lo	*	*
লোশন	lo.ʃɔn	*	*
লোশনের	lo.ʃɔ.ner	*	*
লোহা	lo.ha	*	*
লোহান	lo.han	*	*
লোহানী	lo.ha.ni	*	*
লোহানীর	lo.ha.nir	*	*
লোহানের	lo.ha.ner	*	*
লোহার	lo.har	*	*
লোহিত	lo.hi.to	*	*
লোহিতের	lo.hi.ter	*	*
লৌকিক	lou̯.kik	*	*
লৌহ	lou̯.ho	*	*
লৌহজং	lou̯.ho.d͡ʒɔŋ	*	*
লৌহমানব	lou̯.ho.ma.nob	*	*
লৌহের	loo̯.her	*	*
ল্যাং	læŋ	*	*
ল্যাকটিক	læk.ʈik	*	*
ল্যাকটোজ	læk.ʈod͡ʒ	*	*
ল্যাকমে	læk.me	*	*
ল্যাগের	læ.ɡer	*	*
ল্যাটিন	læ.ʈin	*	*
ল্যাট্রিন	læ.ʈrin	*	*
ল্যাঠা	læ.ʈʰa	*	*
ল্যাতিন	læ.tin	*	*
ল্যান	læn	*	*
ল্যানসেট	læn.seʈ	*	*
ল্যানসেলট	læn.selʈ	*	*
ল্যান্ড	lænɖ	*	*
ল্যান্ডফোন	lænɖ.fon	*	*
ল্যান্ডফোনের	lænɖ.fo.ner	*	*
ল্যান্ডমার্ক	lænɖ.mark	*	*
ল্যান্ডলাইন্স	lænɖ.lai̯ns	*	*
ল্যান্ডস্কেপ	lænɖ.skep	*	*
ল্যান্ডিং	læn.ɖiŋ	*	*
ল্যান্ডে	læn.ɖe	*	*
ল্যান্স	læns	*	*
ল্যান্সহেড	læns.heɖ	*	*
ল্যাপ	læp	*	*
ল্যাপটপ	læp.ʈɔp	*	*
ল্যাপটপটি	læp.ʈop.ʈi	*	*
ল্যাপটপটিতে	læp.ʈɔp.ʈi.te	*	*
ল্যাপটপসহ	læp.ʈɔp.ʃɔ.ho	*	*
ল্যাপটপে	læp.ʈo.pe	*	*
ল্যাপটপেও	læp.ʈɔ.peo̯	*	*
ল্যাপটপের	læp.ʈɔ.per	*	*
ল্যাব	læb	*	*
ল্যাবএইড	læb.ei̯ɖ	*	*
ল্যাবরেটরি	læ.bo.re.ʈo.ri	*	*
ল্যাবরেটরির	læb.re.ʈɔ.rir	*	*
ল্যাবস	læbs	*	*
ল্যাবে	læ.be	*	*
ল্যাবের	læ.ber	*	*
ল্যাভরভ	læbʰ.rɔbʰ	*	*
ল্যাভেন্ডার	læ.bʰen.ɖar	*	*
ল্যাম্প	læmp	*	*
ল্যাম্পশেড	læmp.ʃeɖ	*	*
ল্যাম্পস	læmps	*	*
ল্যাম্পের	læm.per	*	*
ল্যাম্ব	læmb	*	*
ল্যারি	læ.ri	*	*
ল্যুভর	lu.bʰor	*	*
শ	ʃɔ	PROPN	*
শইলে	ʃɔi̯.le	*	*
শওকত	ʃɔo̯.kɔt	*	*
শওকতকে	ʃou̯.kɔt.ke	*	*
শওকতের	ʃoo̯.kɔ.ter	*	*
শংকর	ʃɔŋ.kor	*	*
শংকরপুর	ʃɔŋ.kor.pur	*	*
শংকরের	ʃɔŋ.ko.rer	*	*
শংকা	ʃɔŋ.ka	*	*
শংকিত	ʃoŋ.ki.to	*	*
শক	ʃɔk	*	*
শকুন	ʃo.kun	*	*
শকুনের	ʃo.ku.ner	*	*
শকুন্তলা	ʃɔ.kun.tɔ.la	*	*
শকুন্তলার	ʃo.kun.tɔ.lar	*	*
শকে	ʃɔ.ke	*	*
শকের	ʃɔ.ker	*	*
শক্ত	ʃɔk.to	*	*
শক্তপোক্ত	ʃɔk.to.pok.to	*	*
শক্তভাবে	ʃɔk.to.bʰa.be	*	*
শক্তি	ʃok.ti	*	*
শক্তিই	ʃok.ti.i	*	*
শক্তিও	ʃok.ti.o	*	*
শক্তিকে	ʃok.ti.ke	*	*
শক্তিকেই	ʃok.ti.kei̯	*	*
শক্তিগুলো	ʃok.ti.ɡu.lo	*	*
শক্তিগুলোকে	ʃok.ti.ɡu.lo.ke	*	*
শক্তিগুলোর	ʃok.ti.ɡu.lor	*	*
শক্তিচালিত	ʃok.ti.t͡ʃa.li.to	*	*
শক্তিটা	ʃok.ti.ʈa	*	*
শক্তিতে	ʃok.ti.te	*	*
শক্তিতেই	ʃok.ti.tei̯	*	*
শক্তিধর	ʃok.ti.dʰɔr	*	*
শক্তিবর্ধক	ʃok.ti.bɔr.dʰok	*	*
শক্তিমত্তা	ʃok.ti.mɔt.ta	*	*
শক্তিমত্তার	ʃok.ti.mɔt.tar	*	*
শক্তিমান	ʃok.ti.man	*	*
শক্তির	ʃok.tir	*	*
শক্তিশালি	ʃok.ti.ʃa.li	*	*
শক্তিশালী	ʃok.ti.ʃa.li	*	*
শক্তিশালীকরণ	ʃok.ti.ʃa.li.kɔ.ron	*	*
শক্তিসম্পন্ন	ʃok.ti.ʃɔm.pon.no	*	*
শক্তিহীন	ʃok.ti.hin	*	*
শখ	ʃɔkʰ	*	*
শখকে	ʃɔkʰ.ke	*	*
শখানেক	ʃɔ.kʰa.nek	*	*
শখে	ʃɔ.kʰe	*	*
শখের	ʃɔ.kʰer	*	*
শচিন	ʃo.t͡ʃin	*	*
শচীন	ʃo.t͡ʃin	*	*
শচীনকে	ʃo.t͡ʃin.ke	*	*
শচীনের	ʃo.t͡ʃi.ner	*	*
শজনে	ʃɔd͡ʒ.ne	*	*
শজারু	ʃɔ.d͡ʒa.ru	*	*
শজিনা	ʃɔ.d͡ʒi.na	*	*
শজিমেক	ʃɔ.d͡ʒi.mek	*	*
শট	ʃɔʈ	*	*
শটই	ʃɔʈ.i	*	*
শটও	ʃɔʈ.o	*	*
শটগান	ʃɔʈ.ɡan	*	*
শটগানের	ʃɔʈ.ɡa.ner	*	*
শটটা	ʃɔʈ.ʈa	*	*
শটটি	ʃɔʈ.ʈi	*	*
শটস	ʃɔʈs	*	*
শটি	ʃo.ʈi	*	*
শটে	ʃɔ.ʈe	*	*
শটেই	ʃɔ.ʈei̯	*	*
শটের	ʃɔ.ʈer	*	*
শঠতা	ʃɔ.ʈʰo.ta	*	*
শণ	ʃɔn	*	*
শণের	ʃɔ.ner	*	*
শত	ʃɔ.to	*	*
শতক	ʃɔ.tok	*	*
শতকটি	ʃɔ.to.ko.ʈi	*	*
শতকটি	ʃɔ.tok.ʈi	*	*
শতকরা	ʃɔt.kɔ.ra	*	*
শতকসহ	ʃɔ.tok.ʃɔ.ho	*	*
শতকে	ʃɔ.to.ke	*	*
শতকেই	ʃɔ.to.kei̯	*	*
শতকেও	ʃɔ.to.ke.o	*	*
শতকের	ʃɔ.to.ker	*	*
শতকোটি	ʃɔ.to.ko.ʈi	*	*
শতগুণ	ʃɔ.to.ɡun	*	*
শততম	ʃɔ.to.tɔ.mo	*	*
শতদল	ʃɔ.to.dɔl	*	*
শতবর্ষ	ʃɔ.to.bɔr.ʃo	*	*
শতবর্ষী	ʃɔ.to.bor.ʃi	*	*
শতবর্ষের	ʃɔ.to.bɔr.ʃer	*	*
শতবার	ʃɔ.to.bar	*	*
শতবার্ষিকী	ʃɔ.to.bar.ʃi.ki	*	*
শতভাগ	ʃɔ.to.bʰaɡ	*	*
শতভাগই	ʃɔ.to.bʰaɡ.i	*	*
শতরঞ্জি	ʃɔ.to.ron.d͡ʒi	*	*
শতরান	ʃɔ.to.ran	*	*
শতরানের	ʃɔ.to.ra.ner	*	*
শতরূপা	ʃɔ.to.ru.pa	*	*
শতশত	ʃɔ.to.ʃɔ.to	*	*
শতাংশ	ʃɔ.taŋ.ʃo	*	*
শতাংশই	ʃɔ.taŋ.ʃoi̯	*	*
শতাংশও	ʃɔ.taŋ.so	*	*
শতাংশে	ʃɔ.taŋ.ʃe	*	*
শতাংশেই	ʃɔ.taŋ.ʃei̯	*	*
শতাংশের	ʃɔ.taŋ.ʃer	*	*
শতাংশেরই	ʃɔ.taŋ.ʃer.i	*	*
শতাংশেরও	ʃɔ.taŋ.ʃer.o	*	*
শতাধিক	ʃɔ.ta.dʰik	*	*
শতাব্দির	ʃɔ.tab.dir	*	*
শতাব্দীতে	ʃɔ.tab.di.te	*	*
শতাব্দীতেও	ʃɔ.tab.di.te.o	*	*
শতাব্দীর	ʃɔ.tab.dir	*	*
শতে	ʃɔ.te	*	*
শত্রু	ʃot.ru	*	*
শত্রুও	ʃot.ru.o	*	*
শত্রুকে	ʃot.ru.ke	*	*
শত্রুঘ্ন	ʃot.ruɡʰ.no	*	*
শত্রুতা	ʃot.ru.ta	*	*
শত্রুতার	ʃot.ru.tar	*	*
শত্রুতে	ʃot.ru.te	*	*
শত্রুদের	ʃot.ru.der	*	*
শত্রুপক্ষ	ʃot.ru.pɔk.kʰo	*	*
শত্রুপক্ষের	ʃot.ru.pɔk.kʰer	*	*
শত্রুভাবাপন্ন	ʃot.ru.bʰa.ba.pɔn.no	*	*
শত্রুমুক্ত	ʃot.ru.muk.to	*	*
শত্রুর	ʃot.rur	*	*
শত্রুরা	ʃot.ru.ra	*	*
শন	ʃɔn	*	*
শনাক্ত	ʃɔ.nak.to	*	*
শনাক্তকরণ	ʃɔ.nak.to.kɔ.ron	*	*
শনাক্তকরণে	ʃɔ.nak.to.kɔ.ro.ne	*	*
শনাক্তকরণের	ʃɔ.nak.to.kɔ.ro.ner	*	*
শনাক্তকারী	ʃɔ.nak.to.ka.ri	*	*
শনাক্তে	ʃɔ.nak.te	*	*
শনাক্তের	ʃɔ.nak.ter	*	*
শনি	ʃo.ni	*	*
শনিবার	ʃo.ni.bar	*	*
শনিবারই	ʃo.ni.bar.i	*	*
শনিবারও	ʃo.ni.ba.ro	*	*
শনিবারে	ʃo.ni.ba.re	*	*
শনিবারের	ʃo.ni.ba.rer	*	*
শনির	ʃo.nir	*	*
শপ	ʃɔp	*	*
শপগুলো	ʃɔp.ɡu.lo	*	*
শপগুলোতে	ʃɔp.ɡu.lo.te	*	*
শপথ	ʃɔ.potʰ	*	*
শপথগ্রহণ	ʃɔ.potʰ.ɡro.hon	*	*
শপথগ্রহণের	ʃɔ.potʰ.ɡro.ho.ner	*	*
শপথবাক্য	ʃɔ.potʰ.bak.ko	*	*
শপথে	ʃɔ.po.tʰe	*	*
শপথের	ʃɔ.po.tʰer	*	*
শপার্স	ʃɔ.pars	*	*
শপিং	ʃɔ.piŋ	*	*
শপিংমল	ʃɔ.piŋ.mɔl	*	*
শপিংমলগুলো	ʃɔ.piŋ.mɔl.ɡu.lo	*	*
শপিংমলগুলোতে	ʃɔ.piŋ.mɔl.ɡu.lo.te	*	*
শপিংমলে	ʃɔ.piŋ.mɔ.le	*	*
শপিংমলের	ʃɔ.piŋ.mɔ.ler	*	*
শপে	ʃɔ.pe	*	*
শপের	ʃɔ.per	*	*
শফি	ʃo.fi	*	*
শফিউদ্দিন	ʃo.fi.ud.din	*	*
শফিউর	ʃo.fi.ur	*	*
শফিউল	ʃo.fi.ul	*	*
শফিউলকে	ʃo.fi.ul.ke	*	*
শফিউলের	ʃo.fi.u.ler	*	*
শফিউল্লাহ	ʃo.fi.ul.lah	*	*
শফিক	ʃo.fik	*	*
শফিককে	ʃo.fik.ke	*	*
শফিকুর	ʃo.fi.kur	*	*
শফিকুল	ʃo.fi.kul	*	*
শফিকুলকে	ʃo.fi.kul.ke	*	*
শফিকুলের	ʃo.fi.ku.ler	*	*
শফিকের	ʃo.fi.ker	*	*
শফিপুর	ʃo.fi.pur	*	*
শফির	ʃo.fir	*	*
শফী	ʃo.fi	*	*
শফীর	ʃo.fir	*	*
শফু	ʃo.fu	*	*
শব	ʃɔb	*	*
শবনম	ʃɔb.nom	*	*
শবনমের	ʃɔb.no.mer	*	*
শবর	ʃɔ.bor	*	*
শবাসন	ʃɔ.ba.ʃon	*	*
শবাসনে	ʃɔ.ba.ʃɔ.ne	*	*
শবে	ʃɔ.be	*	*
শবেকদর	ʃɔ.be.kɔ.dor	*	*
শবেকদরের	ʃɔ.be.kɔ.do.rer	*	*
শবেবরাত	ʃɔ.be.bɔ.rat	*	*
শবেবরাতের	ʃɔ.be.bɔ.ra.ter	*	*
শব্দ	ʃɔb.do	*	*
শব্দই	ʃɔb.doi̯	*	*
শব্দও	ʃɔb.doo̯	*	*
শব্দকে	ʃɔb.do.ke	*	*
শব্দকোষ	ʃɔb.do.koʃ	*	*
শব্দগুচ্ছ	ʃɔb.do.ɡut͡ʃ.t͡ʃʰo	*	*
শব্দগুলো	ʃɔb.do.ɡu.lo	*	*
শব্দগুলোর	ʃɔb.do.ɡu.lor	*	*
শব্দটাই	ʃɔb.do.ʈai̯	*	*
শব্দটাকে	ʃɔb.do.ʈa.ke	*	*
শব্দটার	ʃɔb.do.ʈar	*	*
শব্দটি	ʃɔb.do.ʈi	*	*
শব্দটিই	ʃɔb.do.ʈi.i	*	*
শব্দটিও	ʃɔb.do.ʈi.o	*	*
শব্দটিকে	ʃɔb.do.ʈi.ke	*	*
শব্দটিতে	ʃɔb.do.ʈi.te	*	*
শব্দটির	ʃɔb.do.ʈir	*	*
শব্দদূষণ	ʃɔb.do.du.ʃon	*	*
শব্দদূষণের	ʃɔb.do.du.ʃɔ.ner	*	*
শব্দবহুল	ʃɔb.do.bo.hul	*	*
শব্দভাণ্ডার	ʃɔb.do.bʰan.ɖar	*	*
শব্দশৈলী	ʃɔb.do.ʃoi̯.li	*	*
শব্দসমূহ	ʃɔb.do.ʃo.mu.ho	*	*
শব্দসমূহকে	ʃɔb.do.ʃo.mu.ho.ke	*	*
শব্দহীন	ʃɔb.do.hin	*	*
শব্দাংশ	ʃɔb.daŋ.so	*	*
শব্দার্থ	ʃɔb.dar.tʰo	*	*
শব্দার্থিক	ʃɔb.dar.tʰik	*	*
শব্দে	ʃɔb.de	*	*
শব্দেই	ʃɔb.dei̯	*	*
শব্দের	ʃɔb.der	*	*
শমরিতা	ʃɔ.mo.ri.ta	*	*
শমশের	ʃɔm.ʃer	*	*
শমশেরনগর	ʃɔm.ʃer.nɔ.ɡor	*	*
শমসের	ʃɔm.ʃer	*	*
শমসেরকে	ʃɔm.ʃer.ke	*	*
শমসেরের	ʃɔm.ʃe.rer	*	*
শমী	ʃo.mi	*	*
শমীর	ʃo.mir	*	*
শম্পা	ʃɔm.pa	*	*
শম্ভু	ʃom.bʰu	*	*
শম্ভুনাথ	ʃom.bʰu.natʰ	*	*
শম্ভুর	ʃom.bʰur	*	*
শয্যা	ʃɔd͡ʒ.d͡ʒa	*	*
শয্যাবিশিষ্ট	ʃod͡ʒ.d͡ʒa.bi.ʃiʃ.ʈo	*	*
শয্যার	ʃɔd͡ʒ.d͡ʒar	*	*
শর	ʃɔr	*	*
শরও	ʃɔr.o	*	*
শরণ	ʃɔ.ron	*	*
শরণখোলা	ʃɔ.ron.kʰo.la	*	*
শরণখোলার	ʃɔ.ron.kʰo.lar	*	*
শরণাপন্ন	ʃɔ.ro.na.pɔn.no	*	*
শরণার্থি	ʃɔ.ro.nar.tʰi	*	*
শরণার্থী	ʃɔ.ro.nar.tʰi	*	*
শরণার্থীকে	ʃɔ.ro.nar.tʰi.ke	*	*
শরণার্থীদের	ʃɔ.ro.nar.tʰi.der	*	*
শরণার্থীর	ʃɔ.ro.nar.tʰir	*	*
শরণার্থীরা	ʃɔ.ro.nar.tʰi.ra	*	*
শরতে	ʃɔ.ro.te	*	*
শরতের	ʃɔ.ro.ter	*	*
শরৎ	ʃɔ.rot	*	*
শরৎকাল	ʃɔ.rot.kal	*	*
শরৎকালে	ʃɔ.rot.ka.le	*	*
শরৎচন্দ্র	ʃɔ.rot.t͡ʃɔn.dro	*	*
শরৎচন্দ্রের	ʃɔ.rot.t͡ʃɔn.drer	*	*
শরদিন্দু	ʃɔ.ro.din.du	*	*
শরনার্থী	ʃɔ.ro.nar.tʰi	*	*
শরফ	ʃɔ.rof	*	*
শরফুদ্দিন	ʃɔr.fud.din	*	*
শরফুল	ʃor.ful	*	*
শরবত	ʃɔr.bot	*	*
শরবতও	ʃɔr.bot.o	*	*
শরবতের	ʃɔr.bɔ.ter	*	*
শরম	ʃɔ.rom	*	*
শরমে	ʃɔ.ro.me	*	*
শরাফ	ʃɔ.raf	*	*
শরাফত	ʃɔ.ra.fɔt	*	*
শরাফী	ʃɔ.ra.fi	*	*
শরাব	ʃɔ.rab	*	*
শরিক	ʃo.rik	*	*
শরিকদের	ʃo.rik.der	*	*
শরিফ	ʃo.rif	*	*
শরিফও	ʃo.ri.fo	*	*
শরিফকে	ʃo.rif.ke	*	*
শরিফা	ʃo.ri.fa	*	*
শরিফুল	ʃo.ri.ful	*	*
শরিফের	ʃo.ri.fer	*	*
শরিয়াভিত্তিক	ʃo.ri.a.bʰit.tik	*	*
শরিয়াহ	ʃo.ri.ah	*	*
শরীক	ʃɔ.rik	*	*
শরীফ	ʃo.rif	*	*
শরীফকে	ʃɔ.rif.ke	*	*
শরীফুল	ʃo.ri.ful	*	*
শরীফে	ʃo.ri.fe	*	*
শরীফের	ʃo.ri.fer	*	*
শরীয়তপুর	ʃo.ri.ɔt.pur	*	*
